#MJD,band,Flux,Flux_err,FilterSet,Instr
56486.192,sdss_r',2.6273610255159122e-15,2.4198889325131502e-17,GeneralFilters,P60
56486.193,sdss_g',2.477441540397978e-15,2.2818079838755146e-17,GeneralFilters,P60
56487.221,sdss_i',1.6530378893018618e-15,1.522504160819768e-17,GeneralFilters,P60
56487.222,sdss_g',2.1518074922942393e-15,1.9818879419096473e-17,GeneralFilters,P60
56487.222,sdss_r',2.402811784515169e-15,2.213071438528074e-17,GeneralFilters,P60
56488.185,sdss_i',1.5498255210225848e-15,1.4274420565722007e-17,GeneralFilters,P60
56488.185,sdss_r',2.2259722876615746e-15,2.0501962428012962e-17,GeneralFilters,P60
56488.185999999994,sdss_g',1.9952780059750324e-15,1.837718957175069e-17,GeneralFilters,P60
56504.192,sdss_i',7.541935399858024e-16,6.946379209615346e-18,GeneralFilters,P60
56504.193,sdss_r',1.0090664186672557e-15,9.293845173854866e-18,GeneralFilters,P60
56504.194,sdss_g',8.725763047720035e-16,8.03672476746687e-18,GeneralFilters,P60
56505.177,sdss_i',7.4042795652058615e-16,6.81959350047277e-18,GeneralFilters,P60
56505.178,sdss_r',9.84282476445352e-16,9.065576630238247e-18,GeneralFilters,P60
56505.179000000004,sdss_g',8.394665881441444e-16,7.73177300770422e-18,GeneralFilters,P60
56506.181,sdss_i',7.39746311128236e-16,6.813315314393207e-18,GeneralFilters,P60
56506.182,sdss_r',9.539371303249103e-16,8.786085663760171e-18,GeneralFilters,P60
56506.183,sdss_g',8.340717566066842e-16,7.682084772995726e-18,GeneralFilters,P60
56507.164000000004,sdss_i',7.064522426641203e-16,6.506665611484423e-18,GeneralFilters,P60
56507.165,sdss_r',9.313646564935361e-16,8.578185496735833e-18,GeneralFilters,P60
56507.166,sdss_g',8.046433295121303e-16,7.4110389428393e-18,GeneralFilters,P60
56508.193,sdss_i',6.834123271025188e-16,6.2944601470198746e-18,GeneralFilters,P60
56508.194,sdss_r',9.018197729872198e-16,8.306067063391314e-18,GeneralFilters,P60
56508.195,sdss_g',7.965323437698666e-16,7.336334003399398e-18,GeneralFilters,P60
56508.195999999996,sdss_i',7.019122277413416e-16,6.46485052874958e-18,GeneralFilters,P60
56508.197,sdss_r',9.051483274716902e-16,8.336724183140173e-18,GeneralFilters,P60
56508.198,sdss_g',8.00208970018372e-16,7.370196982582323e-18,GeneralFilters,P60
56509.16099999999,sdss_i',6.556662182085051e-16,6.0389090401079854e-18,GeneralFilters,P60
56509.162000000004,sdss_r',8.845446360912229e-16,8.1469571726166e-18,GeneralFilters,P60
56509.163,sdss_g',7.819939900444476e-16,7.202430817163751e-18,GeneralFilters,P60
56528.16,sdss_i',4.552844402412241e-16,4.1933246606895114e-18,GeneralFilters,P60
56528.16099999999,sdss_r',5.974750211066837e-16,5.502948308156663e-18,GeneralFilters,P60
56528.162000000004,sdss_g',5.706941428704934e-16,5.256287304133872e-18,GeneralFilters,P60
56533.144,sdss_i',4.248961619416718e-16,7.826876548449254e-18,GeneralFilters,P60
56533.145,sdss_r',5.320099480797874e-16,9.79998540620607e-18,GeneralFilters,P60
56533.14599999999,sdss_g',5.490392787087363e-16,1.0113677268983966e-17,GeneralFilters,P60
56537.162000000004,sdss_i',3.7938731692688997e-16,6.988572643431417e-18,GeneralFilters,P60
56537.163,sdss_r',4.843058926899283e-16,4.4606221158318425e-18,GeneralFilters,P60
56537.172999999995,sdss_g',5.316225757913533e-16,4.896424872456896e-18,GeneralFilters,P60
56541.164000000004,sdss_i',3.656645072493339e-16,6.7357891474418834e-18,GeneralFilters,P60
56541.165,sdss_r',4.540668047162127e-16,4.182109823054246e-18,GeneralFilters,P60
56542.14599999999,sdss_i',3.51789447670117e-16,6.48020110462404e-18,GeneralFilters,P60
56542.14599999999,sdss_r',4.40473467530973e-16,8.11382112155325e-18,GeneralFilters,P60
56542.147000000004,sdss_g',4.673082145763538e-16,8.608135429739885e-18,GeneralFilters,P60
56459.238,sdss_r',1.7894507632141484e-16,8.240725304025495e-18,GeneralFilters,P48
56459.291,sdss_r',1.7763140595583242e-16,8.18022854805869e-18,GeneralFilters,P48
56460.24,sdss_r',4.490759044678902e-16,1.6544567732010855e-17,GeneralFilters,P48
56460.288,sdss_r',4.745912788086768e-16,1.7484588861565965e-17,GeneralFilters,P48
56460.377,sdss_i',2.579186863524762e-16,2.3755188896008875e-18,GeneralFilters,P60
56460.378,sdss_r',4.978743509633563e-16,4.585592234855117e-18,GeneralFilters,P60
56460.383,sdss_g',7.684284140753242e-16,7.07748724513486e-18,GeneralFilters,P60
56460.751,Bessell_B,1.014539790309186e-15,1.6819662221405436e-17,GeneralFilters,LCOGT
56460.76,Bessell_V,8.10484751207348e-16,1.1197260637371329e-17,GeneralFilters,LCOGT
56460.834,sdss_g',9.28118469807959e-16,7.693458311216499e-18,GeneralFilters,LCOGT
56460.84099999999,sdss_r',6.521083380562004e-16,8.408595654078132e-18,GeneralFilters,LCOGT
56460.846,sdss_i',3.5635496013235903e-16,4.595010666487181e-18,GeneralFilters,LCOGT
56460.85,sdss_z',2.662181306598851e-16,1.0543426265267098e-17,GeneralFilters,LCOGT
56461.0,Bessell_B,1.0801127303482346e-15,2.0891232361865025e-17,GeneralFilters,LCOGT
56461.01,Bessell_V,8.993833601834796e-16,1.5738891057134716e-17,GeneralFilters,LCOGT
56461.014,sdss_g',9.790467167391975e-16,1.4427765601991004e-17,GeneralFilters,LCOGT
56461.024000000005,sdss_r',7.032662132412043e-16,9.715981794093452e-18,GeneralFilters,LCOGT
56461.029,sdss_i',3.403163449185483e-16,6.582301678778889e-18,GeneralFilters,LCOGT
56461.064000000006,Bessell_U,9.09868512422844e-16,5.02811921589723e-17,GeneralFilters,LCOGT
56461.084,Bessell_R,6.326285798455245e-16,1.3401466463660328e-17,GeneralFilters,LCOGT
56461.08900000001,Bessell_I,3.008457750189785e-16,4.4334271798398574e-18,GeneralFilters,LCOGT
56461.094000000005,sdss_z',2.484492153896037e-16,9.382037539431172e-18,GeneralFilters,LCOGT
56461.170999999995,sdss_i',3.8750990529045225e-16,3.569098125237506e-18,GeneralFilters,P60
56461.174000000006,sdss_r',7.480312703103879e-16,6.889622608450925e-18,GeneralFilters,P60
56461.227,sdss_r',7.330266315638682e-16,2.7005699113701595e-17,GeneralFilters,P60
56461.27099999999,sdss_r',7.501010152356156e-16,2.7634742654680085e-17,GeneralFilters,P60
56461.303,sdss_i',3.969015620767418e-16,3.655598480897004e-18,GeneralFilters,P60
56461.305,sdss_r',7.591362903271786e-16,6.991903622634727e-18,GeneralFilters,P60
56461.335999999996,sdss_i',4.0428051303658347e-16,3.723561130823357e-18,GeneralFilters,P60
56461.337,sdss_g',1.0558528957321087e-15,9.724764552421214e-18,GeneralFilters,P60
56461.695999999996,Bessell_I,3.8720763909680674e-16,1.7831570753594597e-17,GeneralFilters,LCOGT
56461.7,sdss_z',3.37316534278711e-16,2.0194200609710332e-17,GeneralFilters,LCOGT
56462.03,Bessell_B,1.4978526246486066e-15,2.3452745250062118e-17,GeneralFilters,LCOGT
56462.039000000004,Bessell_V,1.2054379175691447e-15,1.6653740277147148e-17,GeneralFilters,LCOGT
56462.057,Bessell_U,1.1667522196760388e-15,7.522329551082722e-17,GeneralFilters,LCOGT
56462.084,Bessell_R,8.952592313089914e-16,9.070206465669618e-18,GeneralFilters,LCOGT
56462.08900000001,Bessell_I,4.47449386319958e-16,5.769625606121825e-18,GeneralFilters,LCOGT
56462.093,sdss_z',3.712253535760547e-16,1.0257335583415199e-17,GeneralFilters,LCOGT
56462.198,Bessell_B,1.5440774651505649e-15,3.1287253832411665e-17,GeneralFilters,LCOGT
56462.207,Bessell_V,1.2392098256413969e-15,1.826167085831123e-17,GeneralFilters,LCOGT
56462.212,sdss_g',1.3061811600325843e-15,1.5639484992771073e-17,GeneralFilters,LCOGT
56462.222,sdss_r',1.038292586837275e-15,1.3388239382648224e-17,GeneralFilters,LCOGT
56462.227,sdss_i',5.227364788744456e-16,1.0110619880088553e-17,GeneralFilters,LCOGT
56462.323,Bessell_R,9.383153214927097e-16,1.469174592823272e-17,GeneralFilters,LCOGT
56462.328,Bessell_I,4.257394715756551e-16,1.450846013908196e-17,GeneralFilters,LCOGT
56462.333,sdss_z',3.9015540661263734e-16,1.581124200861436e-17,GeneralFilters,LCOGT
56463.0,Bessell_B,2.063807017120746e-15,4.181840319736617e-17,GeneralFilters,LCOGT
56463.004,Bessell_V,1.5557680496510355e-15,2.7225391226461027e-17,GeneralFilters,LCOGT
56463.005999999994,sdss_g',1.7766562799538144e-15,2.1272691781089373e-17,GeneralFilters,LCOGT
56463.01,sdss_r',1.3449921613473198e-15,2.4775671207276676e-17,GeneralFilters,LCOGT
56463.012,sdss_i',7.149617503471722e-16,1.3828586254639886e-17,GeneralFilters,LCOGT
56463.062999999995,Bessell_R,1.223344595988484e-15,1.4647646157639543e-17,GeneralFilters,LCOGT
56463.065,Bessell_I,5.721948132811032e-16,1.4229294271358086e-17,GeneralFilters,LCOGT
56463.067,sdss_z',4.898212582301685e-16,2.345938665064138e-17,GeneralFilters,LCOGT
56464.967000000004,Bessell_U,2.877256870517156e-15,1.325025755757213e-16,GeneralFilters,LCOGT
56465.07,Bessell_B,3.466323446406444e-15,5.108163004914516e-17,GeneralFilters,LCOGT
56465.073,Bessell_V,2.5582609887229865e-15,3.298743625312663e-17,GeneralFilters,LCOGT
56465.075999999994,Bessell_R,1.819486375355097e-15,2.681294211067063e-17,GeneralFilters,LCOGT
56465.078,Bessell_I,8.589025987640763e-16,1.2657256449591978e-17,GeneralFilters,LCOGT
56465.08,sdss_g',3.006099942815051e-15,3.599336476514305e-17,GeneralFilters,LCOGT
56465.084,sdss_r',2.065949746563432e-15,3.234777060735314e-17,GeneralFilters,LCOGT
56465.085999999996,sdss_i',1.0692587383668845e-15,1.5757179081771418e-17,GeneralFilters,LCOGT
56465.087999999996,sdss_z',6.792624849558229e-16,2.3148083146927856e-17,GeneralFilters,LCOGT
56467.07,Bessell_B,5.1317924652284005e-15,5.671866638751686e-17,GeneralFilters,LCOGT
56467.073,Bessell_V,3.4733204093385115e-15,2.8791416871961554e-17,GeneralFilters,LCOGT
56467.075999999994,Bessell_R,2.3963420457051634e-15,2.2071125888632767e-17,GeneralFilters,LCOGT
56467.078,Bessell_I,1.15543073761619e-15,1.702705659149482e-17,GeneralFilters,LCOGT
56467.08,sdss_g',4.1879685856541774e-15,2.700083129873899e-17,GeneralFilters,LCOGT
56467.084,sdss_r',2.6984834153075877e-15,2.485395074307066e-17,GeneralFilters,LCOGT
56467.085999999996,sdss_i',1.450383358744075e-15,1.603022928467441e-17,GeneralFilters,LCOGT
56467.087999999996,sdss_z',9.393720402458033e-16,3.114697041568056e-17,GeneralFilters,LCOGT
56467.275,sdss_i',1.4226000124212757e-15,1.3102630327581218e-17,GeneralFilters,P60
56467.277,sdss_r',2.663911258216636e-15,2.453552940885209e-17,GeneralFilters,P60
56467.278,sdss_g',4.305299962105461e-15,3.965327805433791e-17,GeneralFilters,P60
56468.094000000005,Bessell_B,5.6999242587912945e-15,7.349753952493221e-17,GeneralFilters,LCOGT
56468.098,Bessell_V,4.013699443730891e-15,5.545130704136758e-17,GeneralFilters,LCOGT
56468.1,sdss_g',4.604721995645638e-15,3.3928845518614547e-17,GeneralFilters,LCOGT
56468.10400000001,sdss_r',2.8465561389769836e-15,3.1461301113499315e-17,GeneralFilters,LCOGT
56468.106,sdss_i',1.5285611176782003e-15,1.4078568173253356e-17,GeneralFilters,LCOGT
56468.113,Bessell_U,5.7940019332562e-15,2.6682364960585723e-16,GeneralFilters,LCOGT
56469.07,Bessell_B,5.93019650810213e-15,3.8233389818615475e-17,GeneralFilters,LCOGT
56469.073,Bessell_V,4.088319687621896e-15,3.388933428521652e-17,GeneralFilters,LCOGT
56469.075999999994,Bessell_R,2.789644150792021e-15,2.3124214930864347e-17,GeneralFilters,LCOGT
56469.078,Bessell_I,1.3413555692686226e-15,1.235434135281452e-17,GeneralFilters,LCOGT
56469.08,sdss_g',4.843991978959883e-15,3.123037041990003e-17,GeneralFilters,LCOGT
56469.084,sdss_r',3.0642186622558505e-15,1.975574779743762e-17,GeneralFilters,LCOGT
56469.085999999996,sdss_i',1.6683332605751828e-15,1.8439100620418893e-17,GeneralFilters,LCOGT
56469.087999999996,sdss_z',1.0549639750134942e-15,2.0404812309153197e-17,GeneralFilters,LCOGT
56469.259000000005,sdss_i',1.7198192596631554e-15,1.5840120759831846e-17,GeneralFilters,P60
56469.26,sdss_r',3.199777301322565e-15,2.947103805966646e-17,GeneralFilters,P60
56469.261,sdss_g',5.252951794091104e-15,4.8381473981175364e-17,GeneralFilters,P60
56470.222,sdss_i',1.8479184780076877e-15,1.701995816215183e-17,GeneralFilters,P60
56470.223,sdss_r',3.4097281360298984e-15,3.1404756708693795e-17,GeneralFilters,P60
56470.224,sdss_g',5.556526825291871e-15,5.117750334681524e-17,GeneralFilters,P60
56470.907999999996,Bessell_B,7.025368105907408e-15,3.882361889625309e-17,GeneralFilters,LCOGT
56470.916,Bessell_V,4.974447460573296e-15,5.956126055661396e-17,GeneralFilters,LCOGT
56470.927,sdss_r',3.68400111752563e-15,5.089635633464667e-17,GeneralFilters,LCOGT
56470.931,sdss_i',1.95831616195217e-15,3.787719265569414e-17,GeneralFilters,LCOGT
56471.073,Bessell_B,6.5023311699762205e-15,6.587755161538438e-17,GeneralFilters,LCOGT
56471.077000000005,Bessell_V,4.865694619355638e-15,3.137029251324458e-17,GeneralFilters,LCOGT
56471.084,sdss_r',3.560571844211485e-15,3.2794078603962234e-17,GeneralFilters,LCOGT
56471.085999999996,sdss_i',1.969168174599301e-15,1.8136709137602237e-17,GeneralFilters,LCOGT
56471.087999999996,sdss_z',1.3123135998728792e-15,3.505187929581486e-17,GeneralFilters,LCOGT
56471.185,sdss_i',1.9673553386567913e-15,1.8120012301549205e-17,GeneralFilters,P60
56471.185999999994,sdss_r',3.6468655576421555e-15,3.3588873076711846e-17,GeneralFilters,P60
56471.187000000005,sdss_g',5.86142773981648e-15,5.398574454944053e-17,GeneralFilters,P60
56472.166,Bessell_B,7.096906519854813e-15,3.921895478152278e-17,GeneralFilters,LCOGT
56472.172999999995,Bessell_V,5.142151268219538e-15,3.7888770739543544e-17,GeneralFilters,LCOGT
56472.177,sdss_g',5.8398731713510665e-15,2.151488785504331e-17,GeneralFilters,LCOGT
56472.185,sdss_r',3.822255843331004e-15,2.1122566383549136e-17,GeneralFilters,LCOGT
56472.189000000006,sdss_i',2.0638722329795116e-15,1.1405379450005308e-17,GeneralFilters,LCOGT
56472.19,sdss_i',2.0487209483268877e-15,1.88694172612757e-17,GeneralFilters,P60
56472.191,sdss_r',3.846978448070545e-15,3.5431980910417935e-17,GeneralFilters,P60
56472.204000000005,sdss_g',6.053456352350633e-15,5.57543934319807e-17,GeneralFilters,P60
56473.282,sdss_i',2.169116151408988e-15,1.997829806083511e-17,GeneralFilters,P60
56473.282,sdss_r',3.987674978621413e-15,3.672784384589498e-17,GeneralFilters,P60
56473.282999999996,sdss_g',6.24602064447832e-15,5.752797610604022e-17,GeneralFilters,P60
56473.28400000001,sdss_i',2.151210000475855e-15,1.9813376315963974e-17,GeneralFilters,P60
56473.285,sdss_r',3.987674978621413e-15,3.672784384589498e-17,GeneralFilters,P60
56473.28599999999,sdss_g',6.188756782998363e-15,5.700055645091077e-17,GeneralFilters,P60
56474.205,sdss_i',2.2505196442975665e-15,2.0728051937837504e-17,GeneralFilters,P60
56474.206,sdss_r',4.179455959483925e-15,3.849421195660371e-17,GeneralFilters,P60
56474.207,sdss_g',6.315437118786528e-15,5.816732546172598e-17,GeneralFilters,P60
56474.954000000005,Bessell_B,7.123100711556627e-15,5.904556385163773e-17,GeneralFilters,LCOGT
56474.955,Bessell_V,5.555777546726785e-15,3.581942156542691e-17,GeneralFilters,LCOGT
56474.959,sdss_g',6.274850965853936e-15,4.045545922517154e-17,GeneralFilters,LCOGT
56474.960999999996,sdss_r',4.2925933977575295e-15,2.767537239024414e-17,GeneralFilters,LCOGT
56474.962999999996,sdss_i',2.354413873242538e-15,2.1684953149096506e-17,GeneralFilters,LCOGT
56475.049000000006,Bessell_B,7.005983090173928e-15,3.8716493340522174e-17,GeneralFilters,LCOGT
56475.053,Bessell_V,5.454373178362504e-15,3.5165643442046195e-17,GeneralFilters,LCOGT
56475.055,Bessell_R,3.90075620367549e-15,2.1556375406421738e-17,GeneralFilters,LCOGT
56475.057,Bessell_I,1.912246685264485e-15,1.4089954277210368e-17,GeneralFilters,LCOGT
56475.059,sdss_g',6.368005287526804e-15,3.5190897713059334e-17,GeneralFilters,LCOGT
56475.062999999995,sdss_r',4.3323122754434384e-15,2.7931449458208656e-17,GeneralFilters,LCOGT
56475.065,sdss_i',2.3587548608383334e-15,1.520745458564459e-17,GeneralFilters,LCOGT
56475.067,sdss_z',1.524886886194203e-15,3.089839995117281e-17,GeneralFilters,LCOGT
56475.187000000005,sdss_i',2.3522463762518037e-15,2.1664989764037154e-17,GeneralFilters,P60
56475.187000000005,sdss_r',4.2965488436483115e-15,3.9572677274901715e-17,GeneralFilters,P60
56475.187999999995,sdss_g',6.4210110209570646e-15,5.91396970351278e-17,GeneralFilters,P60
56475.189000000006,sdss_i',2.371825905287863e-15,2.184532389073676e-17,GeneralFilters,P60
56475.19,sdss_r',4.304470673135508e-15,3.9645640020763204e-17,GeneralFilters,P60
56475.191,sdss_g',6.3445878520347425e-15,5.843581363719983e-17,GeneralFilters,P60
56476.049000000006,Bessell_B,6.821330385872808e-15,7.539212957230846e-17,GeneralFilters,LCOGT
56476.053,Bessell_V,5.555777546726785e-15,4.605354201269174e-17,GeneralFilters,LCOGT
56476.055,Bessell_R,4.0063492685248974e-15,4.0589824453459333e-17,GeneralFilters,LCOGT
56476.057,Bessell_I,2.0452382993713197e-15,2.072107496687508e-17,GeneralFilters,LCOGT
56476.059,sdss_g',5.9320310465627485e-15,7.102683254675558e-17,GeneralFilters,LCOGT
56476.062999999995,sdss_r',4.25715784708856e-15,5.097283462551089e-17,GeneralFilters,LCOGT
56476.065,sdss_i',2.354413873242538e-15,2.6021943778885467e-17,GeneralFilters,LCOGT
56476.067,sdss_z',1.6324415100498377e-15,3.3077752278610616e-17,GeneralFilters,LCOGT
56476.222,sdss_g',6.2922129952895774e-15,5.795342337959379e-17,GeneralFilters,P60
56477.222,sdss_i',2.497369527111458e-15,2.3001623379279416e-17,GeneralFilters,P60
56477.222,sdss_r',4.4495875182809706e-15,4.098221555834753e-17,GeneralFilters,P60
56477.237,Bessell_V,4.960721526095277e-15,1.8275973498371373e-16,GeneralFilters,LCOGT
56477.239,Bessell_R,3.904350587927666e-15,6.832475590801664e-17,GeneralFilters,LCOGT
56477.240999999995,Bessell_I,2.0986688516047056e-15,6.958603602505662e-17,GeneralFilters,LCOGT
56477.242999999995,sdss_g',5.948444519671849e-15,6.57446384519858e-17,GeneralFilters,LCOGT
56477.247,sdss_r',4.523970384985304e-15,1.0000153698837143e-16,GeneralFilters,LCOGT
56477.249,sdss_i',2.476753629858386e-15,7.984110381976566e-17,GeneralFilters,LCOGT
56478.242999999995,sdss_g',5.5924668099659864e-15,2.575426141925868e-17,GeneralFilters,LCOGT
56478.247,sdss_r',4.3563197919582744e-15,3.209855044246067e-17,GeneralFilters,LCOGT
56478.249,sdss_i',2.501974091434508e-15,2.3044032984002017e-17,GeneralFilters,LCOGT
56478.251,sdss_z',1.7299662461390156e-15,4.46140182849401e-17,GeneralFilters,LCOGT
56479.233,Bessell_B,5.265857285679261e-15,5.820040554155209e-17,GeneralFilters,LCOGT
56479.236,Bessell_V,5.218489912109662e-15,3.3644847822769144e-17,GeneralFilters,LCOGT
56479.239,Bessell_R,3.9989760934829125e-15,3.314873786425673e-17,GeneralFilters,LCOGT
56479.240999999995,Bessell_I,2.0967367960522198e-15,2.3173991474456804e-17,GeneralFilters,LCOGT
56479.242999999995,sdss_g',5.306441922180214e-15,2.4437068133648896e-17,GeneralFilters,LCOGT
56479.246,sdss_i',2.53444463304003e-15,2.3343097724121895e-17,GeneralFilters,P60
56479.247,sdss_r',4.380460346168056e-15,3.6310977696669367e-17,GeneralFilters,LCOGT
56479.247,sdss_r',4.340300044312297e-15,3.997564072465626e-17,GeneralFilters,P60
56479.248,sdss_g',5.36541618921358e-15,4.941730933991927e-17,GeneralFilters,P60
56479.249,sdss_i',2.4676457199693143e-15,2.5000642698216886e-17,GeneralFilters,LCOGT
56479.251,sdss_z',1.8519857025033514e-15,3.92320629734546e-17,GeneralFilters,LCOGT
56479.762,Bessell_U,3.0463418430494635e-15,5.892147505428005e-17,GeneralFilters,LCOGT
56479.858,Bessell_B,5.246492843022716e-15,8.21473742336895e-17,GeneralFilters,LCOGT
56479.861,Bessell_V,5.170646509009737e-15,1.1429619429890233e-16,GeneralFilters,LCOGT
56479.863,sdss_g',5.091003731249925e-15,1.1253570527941794e-16,GeneralFilters,LCOGT
56479.865999999995,sdss_r',4.25715784708856e-15,1.1370863108767812e-16,GeneralFilters,LCOGT
56479.867999999995,sdss_i',2.497369527111458e-15,4.140292208270295e-17,GeneralFilters,LCOGT
56480.049000000006,Bessell_B,4.991936873539334e-15,4.1379693948683007e-17,GeneralFilters,LCOGT
56480.052,Bessell_V,5.118525229217568e-15,3.3000351694580884e-17,GeneralFilters,LCOGT
56480.055,Bessell_R,4.032262601768618e-15,2.971080882518808e-17,GeneralFilters,LCOGT
56480.057,Bessell_I,2.0584670365661396e-15,1.7063263846263526e-17,GeneralFilters,LCOGT
56480.059,sdss_g',4.934048513591973e-15,2.7266559733113417e-17,GeneralFilters,LCOGT
56480.062999999995,sdss_r',4.245411121417355e-15,2.7371177013163348e-17,GeneralFilters,LCOGT
56480.065,sdss_i',2.460836774107335e-15,1.5865601002529856e-17,GeneralFilters,LCOGT
56480.067,sdss_z',1.6174751963179228e-15,3.2774493622998095e-17,GeneralFilters,LCOGT
56480.203,sdss_i',2.5065871455167336e-15,2.3086520782202488e-17,GeneralFilters,P60
56480.204000000005,sdss_r',4.187161897121453e-15,3.856518626511074e-17,GeneralFilters,P60
